app_number,company_id,description,is_published_case_study
68,12391,"Our client is a multinational and listed business within within the digital currency and technology sector. The business has been expanding exponentially across the world with the exception of the UK. Whilst they have some operations in the UK, the expansion plans were slowed due to the complexity they face around accountancy, regulation, immigration and other strategic operational needs. Upon working though the various issues the business faced, we were enlisted to form a project team to work through their issues with: 1. Taxation and Regulations 2. Immigration/Global Mobility 3. Employment 4. Corporation Restructuring The team we formed included several experts from different fields along with ourselves. For our part, we were able to assist them with navigating through various Global Mobility and Immigration Barriers and allowed them to place both local and international workforce to expand their team. Through our help and the experts that we worked with to assist. The business now has over 100+ employees, with 30+ percent from overseas whilst creating jobs locally for no less than 70% plus of their workforce.",FALSE
68,12391,"Our client is a European Fashion business that used explored setting up operations in the UK to expand their retail and design operations. Their plan was to set up a full operational team in the UK (mixture of local and European hires), a flagship store in the UK and further expand to other retail outlets here in the UK. We were introduced to them via our long term partner within the accountancy/tax sector who was helping them with the corporate set up of their business. However, they lacked the know how in respect of several areas of their operation from commercial premises, recruitment, immigration and compliance. Through the connective network that we have built over the years, from Locate in Kent, London and Partners, DIT and private businesses, we were able to assist the business not only with working with the right professionals in obtaining and setting up their flagship store and building their operational standards in the UK. For our part, we worked tirelessly in helping them to bring in their key personal over to the UK to ensure that business can be a success by both assist them with their sponsor licence and visa needs as well as working with their newly form senior team in the UK to build out their compliance standards in the UK. As a result of having their key personnel team over in the UK, they are able to invest further in the UK and the business, from being established only a few years ago, has grown from 1 member of staff to over 60+ members of staff in the UK. The business continues to expand further through strategic local and international hires as well as foreign investment to expand their retail presence here in the UK.",FALSE
20,15782,"We engaged with a Norwegian company who have established a base in the UK, and have needed support in recruiting for people across various specialist disciplines (including software, engineering, robotics and more). We have carried out a number of searches for them that has resulted in introducing high quality candidates, a number of which they have hired into key positions.",TRUE
20,15782,"A Latvian start-up approached us as they were considering expanding into the UK market. Being very early stage they are not yet ready to recruit but, through our market knowledge and connections, we were able to introduce them to a UK based AgriTech support body, which they have subsequently become members of. This has allowed them to build up their networks in the UK and trial some of their technology.",TRUE
50,15794,"In 2022, we agreed to provide our accounting and tax services for a multinational holding company in Engineering and Construction. The UK subsidiary planned on starting a manufacturing process in the UK within a few years. We helped them with the UK tax legislation, incentives, international tax issues etc., and the company is now active with increased capital, running projects and ongoing research for manufacturing.",TRUE
50,15794,"A multinational software development client opened their UK subsidiary in 2019 with us. The UK subsidiary has become their main global business hub in these four years. Today in 2023, the number of employees in the UK and the volume of their business has increased rapidly, concluding with new investments in the UK subsidiary.",TRUE
93,15803,"Company A supplies a wide range of OEM POS (Point of Sale), display and mobility solutions. Company A is part of a group which is listed on the Taiwan Stock Exchange. The client was referred to us by the Department for International Trade in Taiwan and were looking to build and maintain a long term relationship with us. It was the first time they are entering the UK market and they needed local support and assistance in the UK. We were able to support the client on the finance back office for the UK operation and deliver monthly management accounts to the overseas parent company. In addition, we would be the ‘eyes and ears’ function for the parent company and report directly to the Finance Director.  From day 1, regular meetings were conducted both face to face and via conference calls with the management team of the Taiwan parent company to ensure everything went smoothly. As Mandarin Chinese was their first language, all the meetings were conducted in Chinese to ensure no breakdown in communication. The client has benefited from the service we provide them as they do not need to hire and manage full time employees to deal with the accounting and our monthly fees are lower than hiring full time employees. This allowed them to access qualified senior people who have many years of experience and knowledge in the UK and enable their valuable time to be focused on other important issues.",TRUE
93,15803,"Company B is a Taiwanese corporation which supplies NAS (Network-attached Storage) systems around the World. These are storage devices that can securely store all your data and be remotely accessible via internet on all devices. Company B has offices in 16 countries and employs over 1000 people around the world. Prior to Brexit, The client supplied it’s products to the UK via its European office based in Holland. Following Brexit, the UK customers informed them that they preferred to deal with UK based suppliers to ensure there are no issues regarding barriers to entry and EU tariffs. The Department of International Trade approached and introduced us and following various face to face meetings in the UK, we assisted Company B to establish a UK company and were engaged as their auditors. To ensure we understood the client’s business and be able to add value, detailed review of the client’s systems and controls were carried out. This would enable us to recommend improvements in the sales and purchases processes at the beginning of the life cycle. At the same time, we coordinate with the UK team and Head office to ensure the audit and tax compliance is carried out effectively and efficiently. Regular conversations take place with head office to ensure we are managing their expectations. At the same time, we are available despite the 8 hours’ time difference between UK and the Far East as we start at 730am and are contactable 7 days a week.",TRUE
90,15813,"We are the sole UK lawyers to Addnode Group AB, a Swedish listed group and a leading provider of software and other services for design and information modelling to the manufacturing, construction and real estate sectors.  We have acted for the group since 2013 (having been recommended to the group by a Swedish law firm) on all of its UK acquisitions. These include the £20m+ acquisitions of Excitech Limited, Services Work Group Limited (SWG) and Intrinsys Limited, the purchase of Claytex Services Limited and most recently the $50m acquisition of Microdesk Inc and M2 Technologies Inc. In each case, we worked with Addnode to negotiate the transactions documents from the initial heads of terms and delivered each of the transactions to strict deadlines. Our corporate team led the transactions (including cross-border aspects) with support from our employment, property and tax teams as well as a number of specialist IT, Technology and Intellectual Property solicitors across the firm.",TRUE
90,15813,"UTAC is a French vehicle testing group. Initially our role was to set up a UK limited company subsidiary of the French parent company. We then negotiated with the lawyers on behalf of the Department of Transport on a business sale agreement under which the newly formed UK subsidiary acquired the business and assets of the vehicle certification business. Because the certification business was carried out from within the Department of Transport, and a lot of the systems and IT services were reliant upon Government systems, we also negotiated a transitional services agreement so UTAC and its newly formed subsidiary could migrate various contracts and other matters onto their own systems, as well as having access to the underlying intellectual property rights for the transition period. Since the acquisition we have continued to assist UTAC on a number of matters, including providing general company law and company secretarial services to a further 5 UK companies it has since acquired.",TRUE
16,15824,"We have advised a US based drinks company on setting up European operations. We have advised them on their brand and trade marks, their personal data compliance, and corporate contracts. We ahve also assisted them in making connections with other businesses in the UK that can help them grow.",FALSE
16,15824,"We have advised an Italian based polling and data analytics company on the use of personal data and contracts with UK customers, as well as how to operate their UK company in a regulatory compliant manner. We are also advising them on the corporate holding of their intellectual property.",FALSE
26,15830,"A large aerospace company was making arrangements to move operations to a brand new state-of-the-art global HQ facility located in the West Midlands, UK. Staff were to be relocated from various locations around the UK as well as being brought in from overseas. Klippa was consulted by the client prior to the moves taking place. With a large move of this nature, employee satisfaction is always a major factor and Klippa was asked during the planning stage to create comprehensive local area guides covering 20 key towns and cities within commutable distance of the new facility. The guides were designed to provide staff with a detailed overview of each area including a breakdown of housing styles, availability and pricing as well as a projection of living costs for the following 12 months. We also provided an overview of local schooling options for those relocating with families. Once the project kicked off, Klippa was involved with the implementation stage and provided relocation services to a number of senior employees. Services we provided to the client included home search, settling-in, school search and purchase/sale support. The relocations all took place successfully and now the facility is fully operational.",FALSE
26,15830,"Klippa was engaged to support a private equity company in Luxembourg during the acquisition of a pharmaceutical company in London. An interim CEO was to be installed to oversee a smooth transition into the new ownership and Klippa was invited to provide relocation support to the CEO and accompanying family. Following consultation with the private equity company over which support should be provided, Klippa delivered a range of services directly to the CEO including household goods shipment, hotel booking, rental housing search assistance, school search services, full settling-in assistance (including local area information and services) and vehicle leasing solutions. Given the highly sensitive nature of the appointment, Klippa was required to negotiate and execute the tenancy agreement in complete privacy and confidentiality to avoid any potential information leak that could jeopardise the acquisition. Klippa’s sensitive handling and fulfilment of the service requirements ensured a timely installation of the CEO and successful acquisition of the pharmaceutical company.",FALSE
129,9338,"A client in the medical devices sector opened a British subsidiary and wanted to establish its brand in the GB market. The company is based in mainland Europe and has several subsidiaries globally, but the brand was unknown in Britain.  Using its extensive knowledge of the client’s sector, The Niblett Whellams Partnership (TNWP) designed and managed a comprehensive multi-channel campaign to raise awareness of the brand and communicate the credentials of the company to potential customers. The challenge was to help differentiate the company’s offering in an already saturated market, TNWP worked closely with the international sales manager to develop a marketing communications plan for the British subsidiary. The local programme of support involved a combination of the following activities: • Display advertising in professional journals • Regular news and feature articles • Case studies and clinical articles • Development of marketing collateral with strong call-to-action and response mechanisms • Development and management of direct mail campaigns • Development of branded email platform for customer communications • Creation of social media presence and ongoing support with content development and distribution, and follower acquisition • Creation of opportunities for direct customer engagement, including seminars and networking events • Provision of sales team advice and support with customer communications, social media training and data protection Following eighteen months of sustained and consistent campaigning, the British subsidiary was able to demonstrate evidence that awareness of the brand had risen and report steady sales growth against an increasingly aggressive competitive environment.",FALSE
129,9338,"A world leader in the manufacture of dental equipment and devices acquired a close competitor of one of its specialist business units in the UK. The union of the two business units created the UK market leader. TNWP helped the newly formed company to publicise the merger and establish a set of core messages to reassure existing customers and attract new ones. Close liaison was necessary between the senior management teams of the two UK merged companies, and their respective former head offices in Germany and Sweden. TNWP helped to ensure the messaging was consistent with the newly emerging corporate branding and values. Culturally, the two merged units were very different so the campaign needed to incorporate a ‘best of both’ theme.  The merger communications programme included the following: • Intensive public relations campaigning, including development and publication of keynote interview with UK Managing Director • Display advertising focused on combined attributes of new company • Sustained programme of news stories and feature articles • Development of complementary leaflets and execution of direct mail communications • New product announcements • Promotion of professional education programme  • Integration of both companies’ customers into business growth support schemes • Developing and distributing series of advertisements, leaflets and press releases to consumer media in support of company’s direct-to-patient campaigns • Developing direct-to-patient marketing materials for use by company’s dentist customers The newly formed company was the only subsidiary to achieve above-target growth in the 24 months following the merger.",FALSE
108,9372,"We acted for a major US-based private equity business with $billions of investments under management. The business urgently needed to establish a UK subsidiary and start trading. The main timing issue was the delay in opening a UK bank account which is necessary before a Skilled Worker sponsor licence application can proceed. We therefore advised a UK Expansion Worker sponsor licence should be submitted. The application was one of the first to be submitted under the new April 2022 category and so it involved clarifications and concessions from senior contacts at the Home Office, including expediting consideration as there was not a priority service available. Once the licence was approved, three senior employees of the US-business transferred as UK Expansion Workers. Once the UK business began trading and the UK bank account was opened, we assisted with a Skilled Worker sponsor licence application and then switched the status of the workers to Skilled Worker. This has the benefit of the workers being eligible for settlement (indefinite leave to remain) in the UK after 5 years.",FALSE
108,9372,"We have assisted numerous overseas businesses who wish to set up operations in the UK. This has included our corporate, commercial and finance team assisting with setting up a UK subsidiary of the overseas business and helping to appoint a UK company secretary. On the immigration side we have advised in relation to the necessary documentation to show the company is trading and operational in the UK. This includes registrations for tax and insurance purposes, finding office premises and opening a UK bank account. Once the documentation is in place we advise on the sponsor licence application and compliance requirements. After approval of the sponsor licence application we assist with the subsequent Skilled Worker or Senior/Specialist Worker visa applications so staff of the overseas business can work in the UK. Our employment team has also assisted with employment law considerations.",FALSE
